2, 39824, 2511, 0.110499, 1809.937643
2, 31625, 3162, 0.124108, 1611.473568
2, 25119, 3981, 0.171686, 1164.903107
2, 19956, 5011, 0.212701, 940.282155
2, 15850, 6309, 0.276670, 722.865924
2, 12589, 7943, 0.312451, 640.064929
2, 10000, 10000, 0.352606, 567.205229
2, 7943, 12589, 0.376120, 531.715426
2, 6309, 15848, 0.383298, 521.709233
2, 5012, 19952, 0.411222, 486.352523
2, 3981, 25118, 0.403158, 496.057479
2, 3162, 31622, 0.416569, 480.058599
2, 2511, 39810, 0.424535, 470.928906
2, 1995, 50118, 0.420725, 475.300420
2, 1584, 63095, 0.439748, 454.544280
2, 1258, 79432, 0.429242, 465.590414
2, 1000, 99999, 0.434545, 460.246882
2, 794, 125892, 0.441543, 452.768038
2, 630, 158489, 0.474930, 420.474849
2, 501, 199526, 0.442304, 452.008101
2, 398, 251188, 0.454380, 440.040566
2, 316, 316227, 0.437114, 457.215884
2, 251, 398107, 0.434612, 459.834744
2, 199, 501187, 0.421857, 472.843837
2, 158, 630957, 0.441053, 452.059828
2, 125, 794328, 0.435754, 455.720366
2, 100, 999999, 0.451502, 442.965397
2, 79, 1258925, 0.450798, 441.240056
2, 63, 1584893, 0.433865, 460.273577
2, 50, 1995262, 0.437481, 456.079769
2, 39, 2511886, 0.440121, 445.166526
2, 31, 3162277, 0.440392, 445.196930
2, 25, 3981071, 0.436243, 456.290471
2, 19, 5011872, 0.419568, 453.921910
2, 15, 6309573, 0.412678, 458.680105
2, 12, 7943282, 0.430726, 442.598648
2, 10, 9999999, 0.447074, 447.353253
